,P1,P1C0,P1C1,P1C2,P1C3,P1C4,P1C5,P1C6,PIC7,P2,P2C0,P2C1,P2C2,P2C3,P2C4,P2C5,P2C6,P2C7,P3,P3C0,P3C1,P3C2,P3C3,P3C4,P3C5,P3C6,P3C7,P4,P4C0,P4C1,P4C2,P4C3,P4C4,P4C5,P4C6,P4C7,P5,P5C0,P5C1,P5C2,P5C3,P5C4,P5C5,P5C6,P5C7,Tot prob 0,Tot prob 1,Tot prob 2,Tot prob 3,Tot prob 4,Tot prob 5,Tot prob 6,Tot prob 7,NRating,Rating
4700,Kyrie Irving 2017CLE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kyle Korver 2017CLE,0.988,0.0,0.0,0.012,0.0,0.0,0.0,0.0,Kevin Love 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tristan Thompson 2017CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.988,0.0,2.0,0.012,1.0,0.0,0.0,1.0,1.0290453125000003,-8.0
4701,Kyrie Irving 2017CLE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kevin Love 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Iman Shumpert 2017CLE,0.9990000000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,J.R. Smith 2017CLE,0.022000000000000002,0.0,0.0,0.978,0.0,0.0,0.0,0.0,1.0210000000000001,0.0,2.0,0.978,1.001,0.0,0.0,0.0,3.15304375,1.1
4702,Kay Felder 2017CLE,0.0,0.0,0.0,0.023,0.977,0.0,0.0,0.0,Channing Frye 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Richard Jefferson 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Korver 2017CLE,0.988,0.0,0.0,0.012,0.0,0.0,0.0,0.0,2.988,0.0,1.0,0.035,0.977,0.0,0.0,0.0,0.5398791666666667,-11.8
4703,Kyrie Irving 2017CLE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Iman Shumpert 2017CLE,0.9990000000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,J.R. Smith 2017CLE,0.022000000000000002,0.0,0.0,0.978,0.0,0.0,0.0,0.0,Tristan Thompson 2017CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0210000000000001,0.0,1.0,0.978,1.001,0.0,0.0,1.0,0.7673406250000006,-10.7
4704,Kyrie Irving 2017CLE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Kevin Love 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Iman Shumpert 2017CLE,0.9990000000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,J.R. Smith 2017CLE,0.022000000000000002,0.0,0.0,0.978,0.0,0.0,0.0,0.0,Tristan Thompson 2017CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0210000000000001,0.0,1.0,0.978,1.001,0.0,0.0,1.0,3.7034786458333335,3.6
4705,Channing Frye 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Richard Jefferson 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Korver 2017CLE,0.988,0.0,0.0,0.012,0.0,0.0,0.0,0.0,Derrick Williams 2017CLE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.988,0.0,1.0,0.012,0.0,1.0,0.0,0.0,10.4787234375,37.5
4706,Kyrie Irving 2017CLE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Richard Jefferson 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.R. Smith 2017CLE,0.022000000000000002,0.0,0.0,0.978,0.0,0.0,0.0,0.0,Tristan Thompson 2017CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.022,0.0,1.0,0.978,1.0,0.0,0.0,1.0,6.9576979166666675,20.3
4707,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DeAndre Liggins 2017CLE,0.29100000000000004,0.0,0.0,0.7090000000000001,0.0,0.0,0.0,0.0,Kevin Love 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jordan McRae 2017CLE,0.47,0.0,0.001,0.158,0.371,0.0,0.0,0.0,Tristan Thompson 2017CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.761,0.0,2.001,0.8670000000000001,0.371,0.0,0.0,1.0,3.0092552083333337,0.0
4708,Channing Frye 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyrie Irving 2017CLE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kevin Love 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Iman Shumpert 2017CLE,0.9990000000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,1.999,0.0,2.0,0.0,1.001,0.0,0.0,0.0,-2.5061328125,-29.3
4709,Channing Frye 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyrie Irving 2017CLE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Richard Jefferson 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iman Shumpert 2017CLE,0.9990000000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,Tristan Thompson 2017CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.999,0.0,0.0,0.0,1.001,0.0,0.0,1.0,0.9705859375,-11.3
4710,Channing Frye 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Richard Jefferson 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Korver 2017CLE,0.988,0.0,0.0,0.012,0.0,0.0,0.0,0.0,DeAndre Liggins 2017CLE,0.29100000000000004,0.0,0.0,0.7090000000000001,0.0,0.0,0.0,0.0,3.279,0.0,1.0,0.7210000000000001,0.0,0.0,0.0,0.0,-4.325931770833334,-42.4
4711,Kyrie Irving 2017CLE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,LeBron James 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Richard Jefferson 2017CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Love 2017CLE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tristan Thompson 2017CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.4569593750000003,-3.8
4712,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Yogi Ferrell 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Dirk Nowitzki 2017DAL,0.0,0.0,0.006999999999999999,0.0,0.0,0.993,0.0,0.0,0.366,0.0,0.148,0.004,3.4890000000000003,0.993,0.0,0.0,2.5,2.5
4713,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Salah Mejri 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Deron Williams 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3659999999999999,0.0,0.141,0.003,2.49,1.0,0.0,0.0,-2.683372135416666,-2.8
4714,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Dirk Nowitzki 2017DAL,0.0,0.0,0.006999999999999999,0.0,0.0,0.993,0.0,0.0,Deron Williams 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.366,0.0,0.148,0.004,3.4890000000000003,0.993,0.0,0.0,-1.4400755208333331,-0.9
4715,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Salah Mejri 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Deron Williams 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.366,0.0,0.141,0.004,3.4890000000000003,1.0,0.0,0.0,5.5271343749999975,13.4
4716,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Andrew Bogut 2017DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Deron Williams 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3659999999999999,0.0,0.141,0.003,2.49,0.0,0.0,1.0,4.113296093750002,15.9
4717,J.J. Barea 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Devin Harris 2017DAL,0.0,0.0,0.001,0.005,0.9940000000000001,0.0,0.0,0.0,Dirk Nowitzki 2017DAL,0.0,0.0,0.006999999999999999,0.0,0.0,0.993,0.0,0.0,Dwight Powell 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.008,0.005,1.9940000000000002,1.9929999999999999,0.0,0.0,5.4814171875,21.1
4718,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Devin Harris 2017DAL,0.0,0.0,0.001,0.005,0.9940000000000001,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Salah Mejri 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.366,0.0,0.142,0.009000000000000001,3.4830000000000005,1.0,0.0,0.0,-1.780078125,-0.3
4719,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Andrew Bogut 2017DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Deron Williams 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.366,0.0,0.141,0.004,3.4890000000000003,0.0,0.0,1.0,-1.7159424479166665,0.0
4720,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Dwight Powell 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Deron Williams 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3659999999999999,0.0,0.141,0.003,2.49,1.0,0.0,0.0,1.68712578125,12.3
4721,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Nerlens Noel 2017DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dirk Nowitzki 2017DAL,0.0,0.0,0.006999999999999999,0.0,0.0,0.993,0.0,0.0,0.366,0.0,0.148,0.004,2.4890000000000003,0.993,0.0,1.0,-0.4630874999999997,4.9
4722,J.J. Barea 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Andrew Bogut 2017DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,1.3659999999999999,0.0,0.141,0.003,2.49,0.0,0.0,1.0,2.8683739583333328,17.7
4723,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Dirk Nowitzki 2017DAL,0.0,0.0,0.006999999999999999,0.0,0.0,0.993,0.0,0.0,Deron Williams 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3659999999999999,0.0,0.148,0.003,2.49,0.993,0.0,0.0,-13.981161197916665,-48.7
4724,Yogi Ferrell 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Devin Harris 2017DAL,0.0,0.0,0.001,0.005,0.9940000000000001,0.0,0.0,0.0,Salah Mejri 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dirk Nowitzki 2017DAL,0.0,0.0,0.006999999999999999,0.0,0.0,0.993,0.0,0.0,1.0,0.0,0.008,0.005,1.9940000000000002,1.9929999999999999,0.0,0.0,-2.10994765625,-1.1
4725,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Devin Harris 2017DAL,0.0,0.0,0.001,0.005,0.9940000000000001,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Dwight Powell 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.095,0.0,0.001,0.009000000000000001,2.8950000000000005,1.0,0.0,0.0,-7.856891666666668,-27.0
4726,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Andrew Bogut 2017DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Dirk Nowitzki 2017DAL,0.0,0.0,0.006999999999999999,0.0,0.0,0.993,0.0,0.0,Deron Williams 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.366,0.0,0.148,0.003,2.49,0.993,0.0,1.0,-11.530121614583335,-43.6
4727,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Salah Mejri 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3659999999999999,0.0,0.141,0.004,2.4890000000000003,1.0,0.0,0.0,-1.0816067708333337,3.9
4728,Justin Anderson 2017DAL,0.311,0.0,0.688,0.0,0.0,0.0,0.0,0.0,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Dwight Powell 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.677,0.0,0.829,0.004,2.4890000000000003,1.0,0.0,0.0,-6.075305208333332,-19.9
4729,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Dwight Powell 2017DAL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Deron Williams 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.366,0.0,0.141,0.004,3.4890000000000003,1.0,0.0,0.0,-0.5992484374999996,6.9
4730,J.J. Barea 2017DAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Devin Harris 2017DAL,0.0,0.0,0.001,0.005,0.9940000000000001,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,Nerlens Noel 2017DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.366,0.0,0.142,0.008,3.4840000000000004,0.0,0.0,1.0,-1.3832552083333334,3.2
4731,Harrison Barnes 2017DAL,0.271,0.0,0.141,0.0,0.588,0.0,0.0,0.0,Andrew Bogut 2017DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seth Curry 2017DAL,0.0,0.0,0.0,0.001,0.9990000000000001,0.0,0.0,0.0,Dorian Finney-Smith 2017DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wesley Matthews 2017DAL,0.095,0.0,0.0,0.003,0.902,0.0,0.0,0.0,1.3659999999999999,0.0,0.141,0.004,2.4890000000000003,0.0,0.0,1.0,-2.97094765625,-5.6
4732,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Gary Harris 2017DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Emmanuel Mudiay 2017DEN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9929999999999999,0.0,1.9769999999999999,0.0,1.029,0.0,0.0,0.0,4.4,4.4
4733,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Gary Harris 2017DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jameer Nelson 2017DEN,0.0,0.0,0.0,0.019,0.981,0.0,0.0,0.0,1.9929999999999999,0.0,1.9769999999999999,0.019,1.01,0.0,0.0,0.0,2.3,2.3
4734,Kenneth Faried 2017DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Gary Harris 2017DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jameer Nelson 2017DEN,0.0,0.0,0.0,0.019,0.981,0.0,0.0,0.0,1.0,0.0,1.97,0.019,1.01,0.0,0.0,1.0,6.649335937499999,14.4
4735,Will Barton 2017DEN,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Gary Harris 2017DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jameer Nelson 2017DEN,0.0,0.0,0.0,0.019,0.981,0.0,0.0,0.0,1.9929999999999999,0.0,1.009,0.019,1.979,0.0,0.0,0.0,3.521328125,8.4
4736,Will Barton 2017DEN,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Emmanuel Mudiay 2017DEN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jusuf Nurki? 2017DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.993,0.0,0.979,0.0,2.027,0.0,0.0,1.0,-5.031700520833334,-14.0
4737,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Gary Harris 2017DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jamal Murray 2017DEN,0.0,0.0,0.0,0.002,0.998,0.0,0.0,0.0,1.9929999999999999,0.0,1.9769999999999999,0.002,1.027,0.0,0.0,0.0,6.5531015625,18.1
4738,Will Barton 2017DEN,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,Kenneth Faried 2017DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Emmanuel Mudiay 2017DEN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jusuf Nurki? 2017DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.972,0.0,2.027,0.0,0.0,2.0,-11.912421875,-36.6
4739,Kenneth Faried 2017DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Emmanuel Mudiay 2017DEN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jameer Nelson 2017DEN,0.0,0.0,0.0,0.019,0.981,0.0,0.0,0.0,Jusuf Nurki? 2017DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.97,0.019,2.01,0.0,0.0,2.0,-6.480302083333332,-24.2
4740,Will Barton 2017DEN,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Jamal Murray 2017DEN,0.0,0.0,0.0,0.002,0.998,0.0,0.0,0.0,Jameer Nelson 2017DEN,0.0,0.0,0.0,0.019,0.981,0.0,0.0,0.0,Jusuf Nurki? 2017DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.993,0.0,0.009,0.020999999999999998,2.977,0.0,0.0,1.0,1.1146015625000003,3.7
4741,Will Barton 2017DEN,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jameer Nelson 2017DEN,0.0,0.0,0.0,0.019,0.981,0.0,0.0,0.0,0.993,0.0,1.979,0.019,2.008,0.0,0.0,0.0,0.37631250000000016,1.0
4742,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jamal Murray 2017DEN,0.0,0.0,0.0,0.002,0.998,0.0,0.0,0.0,Jameer Nelson 2017DEN,0.0,0.0,0.0,0.019,0.981,0.0,0.0,0.0,0.993,0.0,1.9769999999999999,0.020999999999999998,2.008,0.0,0.0,0.0,6.0596250000000005,23.1
4743,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Kenneth Faried 2017DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Gary Harris 2017DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jameer Nelson 2017DEN,0.0,0.0,0.0,0.019,0.981,0.0,0.0,0.0,1.9929999999999999,0.0,1.007,0.019,0.981,0.0,0.0,1.0,-0.19657031249999984,-1.2
4744,Wilson Chandler 2017DEN,0.993,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,Juan Hernangómez 2017DEN,0.976,0.0,0.001,0.0,0.0,0.024,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jamal Murray 2017DEN,0.0,0.0,0.0,0.002,0.998,0.0,0.0,0.0,Jameer Nelson 2017DEN,0.0,0.0,0.0,0.019,0.981,0.0,0.0,0.0,1.9689999999999999,0.0,1.008,0.020999999999999998,1.979,0.024,0.0,0.0,-1.0006119791666666,-4.7
4745,Will Barton 2017DEN,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,Kenneth Faried 2017DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Danilo Gallinari 2017DEN,0.0,0.0,0.97,0.0,0.028999999999999998,0.0,0.0,0.0,Nikola Joki? 2017DEN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Emmanuel Mudiay 2017DEN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.972,0.0,2.027,0.0,0.0,1.0,4.156229166666667,17.6
