,Unnamed: 0,Rk,Player1,Player2,Player3,Player4,Player5,MP,PTS,New PTS,Tm
363,363,377,Alexis Ajinça 2016,Ryan Anderson 2016,Norris Cole 2016,Alonzo Gee 2016,Jrue Holiday 2016,36.25,38.2,8.204764093137255,NOP
364,364,379,Alexis Ajinça 2016,Ryan Anderson 2016,Toney Douglas 2016,Alonzo Gee 2016,Jrue Holiday 2016,34.38,-5.8,-0.03412132352941133,NOP
365,365,380,Arron Afflalo 2016,Carmelo Anthony 2016,José Calderón 2016,Robin Lopez 2016,Kristaps Porzingis 2016,731.4,-2.7,-2.7,NYK
366,366,381,Carmelo Anthony 2016,José Calderón 2016,Robin Lopez 2016,Kristaps Porzingis 2016,Sasha Vujaci? 2016,228.11,3.6,3.6,NYK
367,367,382,Langston Galloway 2016,Jerian Grant 2016,Kyle O'Quinn 2016,Lance Thomas 2016,Derrick Williams 2016,114.24,-8.0,-6.373925,NYK
368,368,383,Arron Afflalo 2016,Carmelo Anthony 2016,José Calderón 2016,Robin Lopez 2016,Lance Thomas 2016,102.2,7.9,2.3412864583333346,NYK
369,369,384,Langston Galloway 2016,Jerian Grant 2016,Kevin Séraphin 2016,Lance Thomas 2016,Derrick Williams 2016,88.13,-10.9,-7.15905703125,NYK
370,370,385,Arron Afflalo 2016,Carmelo Anthony 2016,Langston Galloway 2016,Robin Lopez 2016,Kristaps Porzingis 2016,87.26,7.0,1.0074536458333343,NYK
371,371,386,Arron Afflalo 2016,José Calderón 2016,Robin Lopez 2016,Kristaps Porzingis 2016,Lance Thomas 2016,70.03,-15.9,-8.330872135416666,NYK
372,372,387,Carmelo Anthony 2016,Jerian Grant 2016,Robin Lopez 2016,Sasha Vujaci? 2016,Derrick Williams 2016,68.33,3.9,-1.1788434895833328,NYK
373,373,388,Arron Afflalo 2016,Carmelo Anthony 2016,José Calderón 2016,Robin Lopez 2016,Derrick Williams 2016,66.41,-29.0,-12.637323697916667,NYK
374,374,389,Arron Afflalo 2016,Carmelo Anthony 2016,Langston Galloway 2016,Robin Lopez 2016,Lance Thomas 2016,66.35,14.0,2.230128906249999,NYK
375,375,390,Carmelo Anthony 2016,José Calderón 2016,Langston Galloway 2016,Robin Lopez 2016,Kristaps Porzingis 2016,51.56,7.1,-1.0082156249999994,NYK
376,376,391,Langston Galloway 2016,Jerian Grant 2016,Kristaps Porzingis 2016,Lance Thomas 2016,Derrick Williams 2016,50.39,-9.1,-5.327421093749999,NYK
377,377,392,Arron Afflalo 2016,Carmelo Anthony 2016,José Calderón 2016,Kristaps Porzingis 2016,Lance Thomas 2016,43.29,4.8,-2.00425703125,NYK
378,378,393,Arron Afflalo 2016,Carmelo Anthony 2016,José Calderón 2016,Langston Galloway 2016,Kristaps Porzingis 2016,39.23,-7.1,-4.621465885416666,NYK
379,379,394,Carmelo Anthony 2016,José Calderón 2016,Langston Galloway 2016,Robin Lopez 2016,Lance Thomas 2016,39.22,-14.3,-6.0920536458333325,NYK
380,380,395,Arron Afflalo 2016,Carmelo Anthony 2016,José Calderón 2016,Kristaps Porzingis 2016,Derrick Williams 2016,34.38,18.0,-0.04831093749999882,NYK
381,381,396,Arron Afflalo 2016,Langston Galloway 2016,Jerian Grant 2016,Robin Lopez 2016,Derrick Williams 2016,33.51,-21.0,-6.954649218749998,NYK
382,382,397,Arron Afflalo 2016,Langston Galloway 2016,Jerian Grant 2016,Kyle O'Quinn 2016,Derrick Williams 2016,33.06,-18.8,-6.5359578125,NYK
383,383,398,Arron Afflalo 2016,José Calderón 2016,Langston Galloway 2016,Robin Lopez 2016,Kristaps Porzingis 2016,32.09,-25.8,-7.631059114583333,NYK
384,384,399,Arron Afflalo 2016,Langston Galloway 2016,Jerian Grant 2016,Kevin Séraphin 2016,Derrick Williams 2016,31.44,16.6,-0.6142062499999992,NYK
385,385,400,Steven Adams 2016,Kevin Durant 2016,Serge Ibaka 2016,Andre Roberson 2016,Russell Westbrook 2016,813.54,17.4,17.4,OKC
386,386,401,Steven Adams 2016,Kevin Durant 2016,Serge Ibaka 2016,Dion Waiters 2016,Russell Westbrook 2016,358.46,14.1,14.1,OKC
387,387,402,Kevin Durant 2016,Serge Ibaka 2016,Enes Kanter 2016,Dion Waiters 2016,Russell Westbrook 2016,128.43,14.3,9.760704687500002,OKC
388,388,403,Kevin Durant 2016,Randy Foye 2016,Enes Kanter 2016,Kyle Singler 2016,Dion Waiters 2016,81.44,-21.4,-8.737424999999998,OKC
389,389,404,D.J. Augustin 2016,Nick Collison 2016,Enes Kanter 2016,Anthony Morrow 2016,Dion Waiters 2016,76.06,-18.1,-6.813965625000002,OKC
390,390,405,Kevin Durant 2016,Serge Ibaka 2016,Enes Kanter 2016,Andre Roberson 2016,Russell Westbrook 2016,75.03,7.1,3.1339859375,OKC
391,391,406,Steven Adams 2016,Serge Ibaka 2016,Anthony Morrow 2016,Andre Roberson 2016,Russell Westbrook 2016,59.51,23.3,7.628917187499999,OKC
392,392,407,Steven Adams 2016,Serge Ibaka 2016,Andre Roberson 2016,Dion Waiters 2016,Russell Westbrook 2016,54.37,-14.5,-3.6831421875,OKC
393,393,408,D.J. Augustin 2016,Nick Collison 2016,Enes Kanter 2016,Kyle Singler 2016,Dion Waiters 2016,52.06,-1.0,0.1588781249999998,OKC
394,394,409,Steven Adams 2016,Kevin Durant 2016,Serge Ibaka 2016,Anthony Morrow 2016,Russell Westbrook 2016,50.04,-9.4,-2.01364375,OKC
395,395,410,Nick Collison 2016,Enes Kanter 2016,Anthony Morrow 2016,Cameron Payne 2016,Dion Waiters 2016,49.58,-10.4,-2.247938541666667,OKC
396,396,411,Kevin Durant 2016,Serge Ibaka 2016,Andre Roberson 2016,Dion Waiters 2016,Russell Westbrook 2016,46.14,-10.4,-2.0510343750000004,OKC
397,397,412,Kevin Durant 2016,Randy Foye 2016,Enes Kanter 2016,Cameron Payne 2016,Dion Waiters 2016,44.5,24.0,6.015755208333332,OKC
398,398,413,D.J. Augustin 2016,Nick Collison 2016,Kevin Durant 2016,Enes Kanter 2016,Dion Waiters 2016,43.23,7.7,2.1908609375,OKC
399,399,414,Kevin Durant 2016,Serge Ibaka 2016,Anthony Morrow 2016,Dion Waiters 2016,Russell Westbrook 2016,38.07,38.2,8.0473578125,OKC
400,400,415,Serge Ibaka 2016,Enes Kanter 2016,Kyle Singler 2016,Dion Waiters 2016,Russell Westbrook 2016,36.24,2.4,0.9316375,OKC
401,401,416,Serge Ibaka 2016,Enes Kanter 2016,Andre Roberson 2016,Dion Waiters 2016,Russell Westbrook 2016,35.5,-29.8,-5.028984375000001,OKC
402,402,417,Steven Adams 2016,Kevin Durant 2016,Randy Foye 2016,Serge Ibaka 2016,Russell Westbrook 2016,35.25,-11.6,-1.6480078125,OKC
403,403,418,Kevin Durant 2016,Serge Ibaka 2016,Kyle Singler 2016,Dion Waiters 2016,Russell Westbrook 2016,33.0,-27.6,-4.2551562500000015,OKC
404,404,419,Steven Adams 2016,Serge Ibaka 2016,Kyle Singler 2016,Dion Waiters 2016,Russell Westbrook 2016,29.01,17.5,3.1449953125,OKC
405,405,420,Evan Fournier 2016,Channing Frye 2016,Tobias Harris 2016,Elfrid Payton 2016,Nikola Vucevi? 2016,333.4,7.6,7.6,ORL
406,406,421,Evan Fournier 2016,Aaron Gordon 2016,Victor Oladipo 2016,Elfrid Payton 2016,Nikola Vucevi? 2016,218.04,-4.8,-4.8,ORL
407,407,422,Evan Fournier 2016,Tobias Harris 2016,Victor Oladipo 2016,Elfrid Payton 2016,Nikola Vucevi? 2016,165.08,-11.2,-9.26091875,ORL
408,408,423,Aaron Gordon 2016,Tobias Harris 2016,Victor Oladipo 2016,Elfrid Payton 2016,Nikola Vucevi? 2016,140.4,-9.0,-5.874437500000001,ORL
409,409,424,Evan Fournier 2016,Channing Frye 2016,Tobias Harris 2016,Victor Oladipo 2016,Nikola Vucevi? 2016,97.58,-1.1,0.7343052083333333,ORL
410,410,425,Dewayne Dedmon 2016,Evan Fournier 2016,Aaron Gordon 2016,Victor Oladipo 2016,Elfrid Payton 2016,81.0,-5.3,-0.7154687499999999,ORL
411,411,426,Aaron Gordon 2016,Mario Hezonja 2016,Victor Oladipo 2016,Elfrid Payton 2016,Nikola Vucevi? 2016,74.31,22.9,10.4751234375,ORL
412,412,427,Dewayne Dedmon 2016,Evan Fournier 2016,Aaron Gordon 2016,Brandon Jennings 2016,Victor Oladipo 2016,70.37,2.4,2.545702604166667,ORL
413,413,428,Dewayne Dedmon 2016,Evan Fournier 2016,Tobias Harris 2016,Victor Oladipo 2016,Elfrid Payton 2016,66.53,-11.2,-2.1622390624999994,ORL
414,414,429,Evan Fournier 2016,Aaron Gordon 2016,Victor Oladipo 2016,Elfrid Payton 2016,Jason Smith 2016,64.5,-11.2,-2.016015625,ORL
415,415,430,Aaron Gordon 2016,Mario Hezonja 2016,Andrew Nicholson 2016,Victor Oladipo 2016,Jason Smith 2016,58.1,10.7,5.072015625,ORL
416,416,431,Tobias Harris 2016,Andrew Nicholson 2016,Victor Oladipo 2016,Elfrid Payton 2016,Nikola Vucevi? 2016,51.07,-3.1,1.1058796875,ORL
417,417,432,Aaron Gordon 2016,Shabazz Napier 2016,Andrew Nicholson 2016,Victor Oladipo 2016,Jason Smith 2016,48.14,34.8,10.695957291666666,ORL
418,418,433,Evan Fournier 2016,Aaron Gordon 2016,Tobias Harris 2016,Victor Oladipo 2016,Nikola Vucevi? 2016,48.0,17.2,6.2725,ORL
419,419,434,Evan Fournier 2016,Aaron Gordon 2016,Tobias Harris 2016,Elfrid Payton 2016,Nikola Vucevi? 2016,43.38,-14.2,-1.172528125,ORL
420,420,435,Evan Fournier 2016,Mario Hezonja 2016,Ersan Ilyasova 2016,Elfrid Payton 2016,Nikola Vucevi? 2016,43.33,-10.8,-0.40084322916666704,ORL
421,421,436,Channing Frye 2016,Tobias Harris 2016,Victor Oladipo 2016,Elfrid Payton 2016,Nikola Vucevi? 2016,41.53,27.1,7.922911979166668,ORL
422,422,437,Dewayne Dedmon 2016,Evan Fournier 2016,Aaron Gordon 2016,Victor Oladipo 2016,C.J. Watson 2016,38.27,1.3,2.3649005208333334,ORL
423,423,438,Dewayne Dedmon 2016,Evan Fournier 2016,Aaron Gordon 2016,Mario Hezonja 2016,Elfrid Payton 2016,35.16,-13.7,-0.3604312499999995,ORL
424,424,439,Aaron Gordon 2016,Tobias Harris 2016,Mario Hezonja 2016,Victor Oladipo 2016,Nikola Vucevi? 2016,33.06,24.2,6.344084375,ORL
425,425,440,Robert Covington 2016,Nerlens Noel 2016,Jahlil Okafor 2016,Ish Smith 2016,Nik Stauskas 2016,106.03,-15.6,-9.664935677083333,PHI
426,426,441,Robert Covington 2016,Jerami Grant 2016,Nerlens Noel 2016,Ish Smith 2016,Nik Stauskas 2016,104.27,4.1,1.1551049479166666,PHI
427,427,442,Isaiah Canaan 2016,Jerami Grant 2016,Nerlens Noel 2016,Ish Smith 2016,Hollis Thompson 2016,86.19,-8.1,-4.928455468749998,PHI
428,428,443,Jerami Grant 2016,T.J. McConnell 2016,Nerlens Noel 2016,Jahlil Okafor 2016,Nik Stauskas 2016,85.45,-25.9,-12.828201822916665,PHI
429,429,444,Isaiah Canaan 2016,Jerami Grant 2016,Richaun Holmes 2016,T.J. McConnell 2016,Hollis Thompson 2016,50.42,17.9,2.971421354166667,PHI
430,430,445,Robert Covington 2016,Jerami Grant 2016,Nerlens Noel 2016,Ish Smith 2016,Hollis Thompson 2016,50.31,31.8,6.602057031249998,PHI
431,431,446,Isaiah Canaan 2016,Robert Covington 2016,Jerami Grant 2016,Nerlens Noel 2016,Ish Smith 2016,50.04,3.3,-0.8737718749999999,PHI
432,432,447,Isaiah Canaan 2016,Carl Landry 2016,Nerlens Noel 2016,Ish Smith 2016,Hollis Thompson 2016,48.37,-31.4,-9.664741406249998,PHI
433,433,448,Isaiah Canaan 2016,Jerami Grant 2016,T.J. McConnell 2016,Nerlens Noel 2016,Hollis Thompson 2016,47.59,-8.2,-3.7962471354166665,PHI
434,434,449,Isaiah Canaan 2016,Jerami Grant 2016,Carl Landry 2016,Ish Smith 2016,Hollis Thompson 2016,46.35,-18.7,-6.29319921875,PHI
435,435,450,Jerami Grant 2016,T.J. McConnell 2016,Nerlens Noel 2016,Nik Stauskas 2016,Hollis Thompson 2016,45.19,2.0,-1.3223408854166665,PHI
436,436,451,Robert Covington 2016,Nerlens Noel 2016,Ish Smith 2016,Nik Stauskas 2016,Hollis Thompson 2016,41.26,16.6,1.7262015625,PHI
437,437,452,Isaiah Canaan 2016,Robert Covington 2016,Nerlens Noel 2016,Ish Smith 2016,Hollis Thompson 2016,41.03,-3.6,-2.6131908854166666,PHI
438,438,453,Jerami Grant 2016,T.J. McConnell 2016,Jahlil Okafor 2016,Nik Stauskas 2016,Hollis Thompson 2016,39.42,-21.0,-6.175104687499998,PHI
439,439,454,Isaiah Canaan 2016,Jerami Grant 2016,Nerlens Noel 2016,Ish Smith 2016,Nik Stauskas 2016,36.46,23.2,2.5058890625000005,PHI
440,440,455,Robert Covington 2016,Jerami Grant 2016,Jahlil Okafor 2016,Ish Smith 2016,Nik Stauskas 2016,36.03,29.5,3.6309132812500007,PHI
441,441,456,Jerami Grant 2016,Nerlens Noel 2016,Jahlil Okafor 2016,Ish Smith 2016,Nik Stauskas 2016,35.39,-7.6,-3.3136169270833333,PHI
442,442,457,Jerami Grant 2016,Richaun Holmes 2016,T.J. McConnell 2016,Nik Stauskas 2016,Hollis Thompson 2016,35.09,1.4,-1.6605622395833333,PHI
443,443,458,Isaiah Canaan 2016,Jerami Grant 2016,T.J. McConnell 2016,Jahlil Okafor 2016,Hollis Thompson 2016,34.39,-42.5,-9.53734609375,PHI
444,444,459,Isaiah Canaan 2016,Jerami Grant 2016,Nerlens Noel 2016,JaKarr Sampson 2016,Ish Smith 2016,32.42,5.9,-0.9527973958333332,PHI
445,445,460,Devin Booker 2016,Tyson Chandler 2016,Alex Len 2016,Ronnie Price 2016,P.J. Tucker 2016,199.16,-3.8,-3.8,PHO
446,446,461,Eric Bledsoe 2016,Tyson Chandler 2016,Brandon Knight 2016,Markieff Morris 2016,P.J. Tucker 2016,176.43,4.7,3.644159375000001,PHO
447,447,462,Eric Bledsoe 2016,Brandon Knight 2016,Alex Len 2016,Jon Leuer 2016,P.J. Tucker 2016,127.52,0.0,-2.7941333333333334,PHO
448,448,463,Devin Booker 2016,Tyson Chandler 2016,Brandon Knight 2016,Alex Len 2016,P.J. Tucker 2016,125.55,-17.2,-14.1266875,PHO
449,449,464,Devin Booker 2016,Tyson Chandler 2016,Archie Goodwin 2016,Markieff Morris 2016,P.J. Tucker 2016,96.06,-11.1,-9.71086875,PHO
450,450,465,Eric Bledsoe 2016,Tyson Chandler 2016,Brandon Knight 2016,Jon Leuer 2016,P.J. Tucker 2016,87.47,-20.0,-13.641091666666668,PHO
451,451,466,Devin Booker 2016,Tyson Chandler 2016,Archie Goodwin 2016,Alex Len 2016,P.J. Tucker 2016,72.5,-21.2,-13.183541666666667,PHO
452,452,467,Devin Booker 2016,Brandon Knight 2016,Alex Len 2016,Jon Leuer 2016,P.J. Tucker 2016,61.55,0.0,-5.652833333333334,PHO
453,453,468,Devin Booker 2016,Tyson Chandler 2016,Ronnie Price 2016,Mirza Teletovi? 2016,P.J. Tucker 2016,61.51,-4.7,-7.160280208333335,PHO
454,454,469,Eric Bledsoe 2016,Brandon Knight 2016,Alex Len 2016,Markieff Morris 2016,P.J. Tucker 2016,53.54,0.0,-5.999933333333334,PHO
